well_id,mtpi,elevation_m,mean_depth_to_water_m,clay,sand,silt,state,precip_gini,recharge_gini,kuma_a,kuma_b,lat,lon,nlcd_code,landcover,landcover_simple,n_events,total_precip_mm,total_recharge_mm,recharge_efficiency
413346075421301,-5,326.14175415,16.894150388567205,18.6,35.3,46.1,Pennsylvania,0.4903976498568398,0.6146028119704415,1.2711177749682798,1.1897484064143669,41.56291667,-75.7037222,43,Mixed Forest,Forest,394,10980.18,68668.50735314724,6.253859896026044
413358071433801,-9,41.615364075,4.440315740940988,8.8,41.8,49.4,Rhode Island,0.4793692608850121,0.6685543665157474,0.8409222648073226,0.8798108120035757,41.56621059,-71.72673449,22,"Developed, Low Intensity",Developed,932,22498.949999999997,38042.45129547689,1.6908545196765579
413535072253701,-14,78.468139648,1.5761355156041612,11.4,54.2,34.5,Connecticut,0.4688916536970507,0.6834854384673532,1.261110625249222,1.1373593950039602,41.5931333,-72.4264222,43,Mixed Forest,Forest,443,9579.590000000002,44153.89360375047,4.609163190047847
413542080245002,3,337.688446045,15.371658605597965,22.4,19.4,58.1,Pennsylvania,0.4328118624432421,0.5945022889390691,0.9234803863958506,0.958600585429651,41.5953333,-80.41375,22,"Developed, Low Intensity",Developed,967,19329.24,79895.85046872406,4.13341913436452
413801070322703,-8,15.356894493,1.8760948546824543,7.7,63.2,29.2,Massachusetts,0.4585163512402277,0.5027818182949568,0.7927213213633677,0.997228176278258,41.6337972,-70.5406759,23,"Developed, Medium Intensity",Developed,322,7639.4,11652.742209022146,1.525347829544486
413930070190901,-2,16.267776489,7.5153927643658625,,,,Massachusetts,0.4714962183526235,0.6461170406049324,1.2269169209186868,0.9230762186771228,41.65844369,-70.3186334,22,"Developed, Low Intensity",Developed,348,7456.87,15370.948193650314,2.061313687063113
414101070011001,-2,10.534871101,8.346878760056791,,,,Massachusetts,0.4582125032671559,0.5406375111492541,0.8134735485603916,1.2794490238656333,41.6836111,-70.0194444,22,"Developed, Low Intensity",Developed,547,11846.269999999999,16732.195320171657,1.412444197217492
414129070361401,0,18.38904953,10.035568945868947,6.5,61.2,32.4,Massachusetts,0.4491954461435363,0.5647455370127564,0.7370826420571223,1.1540347093514718,41.6914953,-70.60336388,22,"Developed, Low Intensity",Developed,560,12398.22,14227.265245867178,1.1475248258110582
414159070310501,1,50.64471817,29.196771329500223,5.7,58.5,35.9,Massachusetts,0.4622381384429372,0.5214842433927663,0.7585615911347425,1.6167516621338731,41.6999823,-70.5177476,22,"Developed, Low Intensity",Developed,576,12997.79,9130.265477638566,0.7024475297445616
414159079213601,-29,370.360656738,12.392171280722057,21.2,39.2,39.6,Pennsylvania,0.4385803769217951,0.5935194575449856,0.989165342546804,1.023952887912333,41.6994722,-79.3599444,43,Mixed Forest,Forest,1264,26073.34,97606.4198383393,3.743533426800682
