well_id,lat_x,lon_x,n_events_x,precip_gini,recharge_gini,mtpi,elevation_m,mean_depth_to_water_m,clay,sand,silt,lat_y,lon_y,state,n_events_y,total_precip_mm,total_recharge_mm
414525074360601,41.75675,-74.6013611,806,0.36210218644564063,0.6316865286617728,-13,359.866912842,2.7924760619436655,14.8,43.6,41.6,41.75675,-74.6013611,New York,806,26193.899999999998,173597.5187438244
414632070014901,41.77555556,-70.03027778,707,0.34292425484532807,0.5423520660918512,0,15.677668571,9.38822298486728,11.9,66.7,21.4,41.77555556,-70.03027778,Massachusetts,707,21856.52,19960.429238020177
414640077493801,41.77705556,-77.8273056,840,0.33282433170713543,0.5461400360302855,-60,553.186462402,6.349840825505656,16.7,45.0,38.3,41.77705556,-77.8273056,Pennsylvania,840,23834.449999999997,1152543.6980287642
414948074035001,41.83,-74.06388889,720,0.36634759672198514,0.6618553166975483,7,72.539955139,5.179174591860314,20.9,43.8,35.3,41.83,-74.06388889,New York,720,24221.57,26137.742619857014
415228070554601,41.8745464,-70.9289297,277,0.3913288234895008,0.6301051727311342,2,29.421590805,4.552955892360037,,,,41.8745464,-70.9289297,Massachusetts,277,9921.220000000001,37173.7236503551
415323077451301,41.89005556,-75.7533056,798,0.3447847415144839,0.5980382706146253,-17,388.713439941,10.36163482352941,18.8,34.9,46.3,41.89005556,-75.7533056,Pennsylvania,798,23350.26,92210.3975631305
415354069585201,41.8983333,-69.9811111,361,0.33476569070728734,0.5657285892432757,0,7.738069534,3.5553753783656123,5.4,83.0,11.6,41.8983333,-69.9811111,Massachusetts,361,10442.98,9403.980480109181
415956073241501,41.99904167,-73.40386389,211,0.3222711254057149,0.4915594801639309,-10,248.850631714,3.6284116794632877,10.9,44.2,44.9,41.99904167,-73.40386389,Connecticut,211,6334.070000000001,44067.954842543004
420206070045901,42.03522778,-70.0825722,238,0.35112707823201106,0.5032072282357465,0,4.740661144,3.492924581052632,,,,42.03522778,-70.0825722,Massachusetts,238,7154.63,6482.389072042295
420305072581401,42.05140278,-72.97067778,325,0.35313346572018434,0.5140940575921118,-11,356.584686279,1.531775544896821,11.3,53.7,35.0,42.05140278,-72.97067778,Massachusetts,325,10261.69,69918.45207284209
420316070433501,42.05444444,-70.72638889,543,0.34584243307820595,0.5116498029559778,-1,18.162887573,3.0538300134831458,6.3,67.9,25.8,42.05444444,-70.72638889,Massachusetts,543,17915.98,35234.9477837745
420326079295801,42.05744444,-79.4991944,538,0.31357467856583887,0.4964429591169176,7,533.864074707,0.7874942468772961,28.1,22.3,49.6,42.05744444,-79.4991944,New York,538,15961.570000000002,104964.10288379886
